Unitprice,Expire date,Outbound number,Total outbound,Pal grossweight,Pal height,Units per pal
4.55,547,0,0,220.32,0,108
3.34,547,120,267,226.8,1.02,108
3.21,547,957,1683,226.8,1.02,108
3.41,547,524,871,220.32,0,108
3.061,547,715,1242,226.8,1.02,108
3.03,547,0,0,220.32,0,108
0,0,0,0,0,0,0
4.575,0,0,0,0,0,0
3.93,0,0,0,0,0,0
3.55,0,1,18,266.4,1.02,108
4.7,0,0,0,0,0,108
0,0,0,0,0,0,0
5.423,547,1426,2442,277.56,1.02,108
3.865,547,431,968,277.56,1.02,108
0,365,0,0,730.8,0,36
24.825,365,112,378,730.8,1.8,36
18.016,365,373,723,730.8,1.8,36
0,365,0,0,730.8,0,36
14.96,365,24,45,730.8,1.8,36
21.478,365,447,858,730.8,1.8,36
20.015,365,440,833,730.8,1.8,36
0,365,0,0,730.8,0,36
0,365,0,0,730.8,0,36
21.845,365,1172,2203,730.8,1.8,36
27.3125,365,0,0,730.8,0,36
0,365,0,0,730.8,0,36
26.54,365,492,794,730.8,1.8,36
21.37,365,0,0,730.8,1.8,36
18.804,365,908,1501,730.8,1.8,36
20.296,365,135,274,730.8,1.8,36
23.691,365,197,286,730.8,1.8,36
24.502,365,305,505,730.8,1.8,36
4.253,547,635,1032,221.04,1.05,72
0,547,0,0,0,0,0
0,547,0,0,0,0,0
4.303,547,184,263,221.04,1.05,72
0,547,0,0,0,0,0
4.04,547,409,839,221.04,1.05,72
0,547,0,0,0,0,0
4.309,547,1134,2246,221.04,1.05,72
4.456,547,617,1060,221.04,1.05,72
4.79,547,166,303,221.04,1.05,72
4.48,547,1,1,221.04,0,72
0,547,0,0,0,0,0
0,547,0,0,0,0,0
0,547,0,0,0,0,0
0,547,0,0,0,0,0
5.1,547,0,0,221.04,1.05,72
4.942,547,355,594,221.04,1.05,72
4.61,547,173,320,221.04,1.05,72
4.321,547,441,849,221.04,1.05,72
4.642,547,153,268,221.04,1.05,72
5.42,0,0,0,0,0,0
0,547,0,0,0,0,0
0,547,0,0,0,0,0
0,547,0,0,0,0,0
4.87,547,735,1095,221.04,1.05,72
0,547,0,0,0,0,0
5.8875,547,0,0,0,0,0
4.635,547,153,397,221.04,1.05,72
0,547,0,0,0,0,0
5.7125,547,0,0,0,0,0
4.16,547,49,96,221.04,1.05,72
4.54,547,0,0,0,0,0
4.04,547,9,60,221.04,1.05,72
0,547,0,0,0,0,0
4.73,547,0,0,221.04,1.05,72
4.325,547,0,0,221.04,1.05,72
4.24,547,0,0,221.04,1.05,72
4.76,547,0,0,221.04,1.05,72
4.74,547,0,0,221.04,1.05,72
0,547,0,0,0,0,0
8.82,547,550,1059,221.04,1.05,72
4.866,547,555,1036,261.54,1.05,72
4.532,547,189,314,261.54,1.05,72
4.422,547,354,682,261.54,1.05,72
5.092,547,1028,1967,261.54,1.05,72
0,547,0,0,0,0,0
4.69,547,623,1018,261.54,1.05,72
5.82,547,393,654,261.54,1.05,72
0,547,0,0,0,0,0
5.3613,547,0,0,0,0,0
4.948,547,214,464,261.54,1.05,72
4.625,547,779,1199,261.54,1.05,72
4.718,547,1062,1904,261.54,1.05,72
0,547,0,0,0,0,0
4.818,547,426,654,261.54,1.05,72
5.344,547,290,492,261.54,1.05,72
0,547,0,0,0,0,0
0,547,0,0,0,0,0
4.837,547,408,913,261.54,1.05,72
5.138,547,602,954,261.54,1.05,72
0,547,0,0,0,0,0
0,547,0,0,0,0,0
0,547,0,0,0,0,0
5,547,0,0,0,0,0
0,547,0,0,261.54,1.05,72
4.943,547,623,994,261.54,1.05,72
6.471,547,880,1138,261.54,1.05,72
5.09,547,588,938,261.54,1.05,72
0,547,0,0,0,0,0
4.923,547,1359,2375,261.54,1.05,72
0,547,0,0,0,0,0
0,547,0,0,293.76,0,72
5.561,547,1477,2833,293.76,1.05,72
5.41,547,589,1031,293.76,1.05,72
5.557,547,1309,2078,293.76,1.05,72
0,547,0,0,293.76,0,72
0,547,0,0,293.76,0,72
5.674,547,881,1287,293.76,1.05,72
5.353,547,334,665,293.76,1.05,72
5.212,547,616,1223,293.76,1.05,72
6.31,547,858,1456,293.76,1.05,72
5.552,547,462,1287,293.76,1.05,72
5.647,547,404,824,293.76,1.05,72
0,547,0,0,293.76,0,72
0,547,0,0,293.76,0,72
4.784,547,475,885,293.76,1.05,72
4.789,547,1156,1996,293.76,1.05,72
5.47,547,257,331,293.76,1.05,72
5.62,547,985,1854,293.76,1.05,72
0,547,0,0,293.76,0,72
5.241,547,508,974,293.76,1.05,72
6.203,547,164,320,293.76,1.05,72
5.314,547,826,1358,293.76,1.05,72
5.294,547,2754,5918,293.76,1.05,72
4.38,547,145,385,293.76,1.05,72
0,547,0,0,293.76,0,72
5.425,547,244,360,293.76,1.05,72
5.447,547,318,465,293.76,1.05,72
0,547,0,0,293.76,0,72
21.27,547,0,0,293.76,0,72
5.058,547,1724,3165,293.76,1.05,72
5.93,547,399,491,293.76,1.05,72
0,547,0,0,293.76,0,72
6.138,547,1356,2489,293.76,1.05,72
5.1,547,1,1,293.76,1.05,72
5.238,547,518,881,293.76,1.05,72
0,547,0,0,293.76,0,72
5.08,547,1,1,293.76,1.05,72
5.31,547,505,749,293.76,1.05,72
0,547,0,0,293.76,0,72
0,0,0,0,0,0,0
4.564,547,2198,4567,293.76,1.05,72
0,0,0,0,0,1.19,72
5.623,547,264,552,293.76,1.05,72
0,547,0,0,293.76,0,72
6.06,547,146,279,293.76,0,72
4.89,547,354,726,293.76,1.05,72
5.563,547,209,342,293.76,1.05,72
5.38,547,198,365,293.76,1.05,72
5.099,547,130,160,293.76,1.05,72
5.216,547,165,277,293.76,1.05,72
0,547,0,0,293.76,0,72
5.465,547,7,68,293.76,1.05,72
7.2,547,0,0,293.76,1.05,72
0,547,0,0,293.76,0,72
0,547,2,3,290.88,0,72
7.208,547,275,380,293.76,1.05,72
6.546,547,1195,1938,293.76,1.05,72
5.477,547,1114,1670,293.76,1.05,72
0,547,0,0,293.76,0,72
5.617,547,316,406,293.76,1.05,72
0,547,0,0,0,0,0
0,547,0,0,0,0,0
0,365,0,0,0,0,0
0,547,0,0,0,0,0
7.28,547,0,0,0,0,0
9.98,547,0,0,195.84,0.72,32
8.535,547,124,154,195.84,0.72,32
8.25,547,3,3,195.84,0.72,32
0,547,0,0,0,0,0
8.92,547,185,220,195.84,0.72,32
0,547,0,0,0,0,0
9.564,547,0,0,195.84,0.72,32
7.544,547,66,88,195.84,0.72,32
8.72,547,66,86,195.84,0.72,32
13.266,547,415,598,227.2,0.72,32
0,547,0,0,0,0,0
0,547,0,0,0,0,0
0,547,0,0,0,0,0
0,547,0,0,0,0,0
10.141,547,49,58,243.84,0.72,32
9.496,547,645,1007,243.84,0.72,32
9.547,547,866,3163,243.84,0.72,32
8.138,547,21,46,243.84,0,32
10.99,547,258,755,243.84,0.72,32
0,547,0,0,243.84,0,32
0,547,0,0,243.84,0,32
9.014,547,47,59,243.84,0.72,32
10.33,547,0,0,243.84,0,32
0,547,0,0,243.84,0,32
0,547,0,0,243.2,0,32
9.274,547,328,378,261.12,0.72,32
8.823,547,5048,9631,261.12,0.72,32
9.298,547,372,507,261.12,0.72,32
0,547,0,0,259.2,0,32
9.597,547,412,616,261.12,0.72,32
9.717,547,1124,1810,261.12,0.72,32
0,547,0,0,261.12,0,32
9.52,547,89,151,261.12,0.72,32
9.032,547,454,593,261.12,0.72,32
9.23,547,192,221,261.12,0.72,32
21.84,547,337,569,261.12,0.72,32
10.824,547,211,578,277.12,0.72,32
13.428,547,0,0,277.12,0.72,32
11.174,547,201,264,293.12,0.8,32
10.783,547,261,798,293.12,0.8,32
11.81,547,0,0,293.12,0.8,32
0,0,0,0,15,0.15,1
1.847,730,1489,3475,348.48,0.9,288
0,547,19,3060,105.6,1.56,1920
0.17,547,0,0,105.6,1.56,1920
0.12,547,11,1740,105.6,0.6,1920
0.005,547,0,0,106,1.12,1920
0.18,547,27,3360,105.6,1.56,1920
0,547,17,1620,105.6,1.56,1920
0.044,547,24,3060,105.6,0,1920
0.1875,547,0,0,106,1.12,1920
0.006,547,21,3780,105.6,1.56,1920
0.19,547,14,1500,105.6,1.56,1920
0.16,547,11,1620,105.6,0,1920
0.1,547,10,1260,105.6,1.56,1920
0.01,547,10,900,105.6,1.56,1920
0,547,0,0,106,1.12,1920
0,547,0,0,106,1.12,1920
0.18,547,17,2160,105.6,0,1920
0.031,547,16,1800,105.6,1.56,1920
0.114,547,15,3560,105.6,1.56,1920
0,547,0,0,105.6,0,1920
0,547,0,0,105.6,0,1920
0.19,547,75,1905,105.6,0,1920
0,547,0,0,105.6,0,1920
0,547,0,0,105.6,0,1920
0.18,547,0,0,105.6,0,1920
0,547,0,0,105.6,0,1920
0,547,0,0,105.6,1.56,1920
0.18,547,3,660,105.6,0,1920
0.17,547,77,3750,105.6,0,1920
0.18,547,0,0,105.6,1.56,1920
0.2,547,0,0,105.6,1.56,1920
0.0276,547,18,2460,105.6,1.56,1920
0,547,0,0,105.6,0,1920
0,547,0,0,105.6,0,1920
0.017,547,10,780,105.6,0,1920
0.013,547,2,900,105.6,0,1920
0.0552,547,0,0,105.6,1.56,1920
0.18,547,12,1500,105.6,1.56,1920
0.038,547,0,0,105.6,1.56,1920
0.011,547,18,2820,105.6,1.56,1920
0.063,547,7,840,105.6,0,1920
0,730,0,0,362.88,0,3456
0,730,0,0,362.88,0,3456
0,730,0,0,362.88,0,3456
0,730,0,0,362.88,1.2,3456
0,730,0,0,362.88,0,3456
0,730,0,0,524.16,0,3456
0,730,0,0,362.88,0,3456
0,730,0,0,362.88,0,3456
0.216,730,0,0,362.88,0,3456
2.94,547,0,0,165.78,0,108
1.2,547,0,0,197.76,0,384
3.0684,547,0,0,165.78,1.02,108
0.97,547,0,0,207.68,1,384
12.948,547,0,0,293.12,0.8,32
5.172,547,0,0,221.04,1.05,72
14.172,547,0,0,293.12,0.8,32
5.712,547,0,0,221.04,1.05,72
11.304,547,0,0,243.84,0.72,32
2.832,547,0,0,165.78,1.02,108
1.2938,547,0,0,197.76,0,384
3.072,547,0,0,165.78,1.02,108
1.272,547,0,0,207.68,1,384
0,730,0,0,362.88,0,3456
0.16,0,116,816,252,1,200
0.34,547,112,790,126,0,100
0.243,0,54,374,198,1.02,180
1.4988,547,0,0,257.6,1,384
1.4712,547,0,0,257.6,1,384
1.2,547,0,0,211.2,0,384
3.5,547,0,0,189,0,108
0,730,0,0,311.04,0,3456
0.215,730,0,0,311.04,0,3456
0,730,0,0,311.04,0,3456
0,547,0,0,189,0,108
1.482,547,0,0,257.6,1,384
4.32,547,0,0,243,0,108
4.26,547,0,0,243,1.02,108
4.4575,547,0,0,59.4,0,108
1.452,547,0,0,207.68,1,384
0,730,0,0,311.04,0,3456
1.78,730,374,601,348.48,0.9,288
1.778,730,2243,4613,348.48,0.9,288
1.89,730,2206,4050,348.48,0.9,288
2.38,0,0,0,0,0,0
1.84,730,1126,2389,348.48,0.9,288
1.977,730,435,854,348.48,0.9,288
1.927,730,511,1028,348.48,0.9,288
1.77,730,372,624,348.48,0.9,288
2.8,547,33,160,168.48,0.45,144
3.37,0,0,0,0,0,0
4.725,547,105,209,168.48,0.45,144
2.5438,0,0,0,0,0,288
0.17,547,0,0,97.9,1.2,1920
0.17,547,17,1800,105.6,1.56,1920
0,547,0,0,106,1.19,1920
0.04,547,6,900,105.6,0,1920
0,0,8,287,60,0.54,300
0,0,31,356,480,2.16,6000
0,0,0,0,60,0.54,900
0.043,0,5,1454,60,0.54,900
0,0,0,0,60,0.54,900
0,0,0,0,60,0.54,900
0,0,0,0,60,0.54,900
0.17,0,65,1027,241.92,2.16,3456
0.76,0,0,0,73.6,0.6,1600
0,0,0,0,60,0.54,900
0.76,0,1,6,144,2.16,1600
1.62,0,0,0,60,0.54,600
0,0,2,9,60,0.54,600
0,0,6,978,60,0.54,600
0,0,0,0,60,0.54,600
0,0,0,0,60,0.54,600
4.4,547,0,0,264,1.18,108
0.81,0,4,100,252,1,200
0.82,0,4,100,252,1,200
0,0,2,70,252,1,200
0,0,1,20,252,1,200
0,0,0,0,252,0,200
23.9875,365,0,0,548,1.13,30
0.2,547,11,900,98,1.59,1920
6.825,547,0,0,293.76,1.05,72
0,730,0,0,573.696,0,576
0,547,0,0,189,1.18,108
2.827,547,1360,2383,226.8,1.02,108
3.735,547,404,938,221.04,1.05,72
11.743,547,190,377,325.12,0.8,32
1.489,547,2134,4025,147.6,1.17,180
1.55,0,0,0,0,0,0
3.441,547,142,262,226.8,1.02,108
16.502,547,161,245,147.24,0.48,12
0,547,0,0,188,1.18,72
3.508,547,293,526,221.04,1.05,72
1.96,730,908,1688,336.96,0.9,288
1.87,730,1767,3030,336.96,0.9,288
1.66,730,2340,4603,336.96,0.9,288
1.25,547,561,1428,207.68,1,384
1.801,730,1096,2173,336.96,0.9,288
0.192,547,0,0,105.6,1.56,1920
13.342,547,312,484,257.67,0.84,21
0.035,547,0,0,98,1.19,1920
0.033,547,3,1020,98,1.19,1920
0.043,547,75,2390,98,1.19,1920
16.52,547,45,50,293.12,0.8,32
6.339,547,15,87,261.54,1.05,72
8.54,0,0,0,0,0,0
4.39,547,70,111,226.8,1.02,108
15.94,547,23,31,325.12,0.8,32
18.199,547,14,28,325.12,0.8,32
6.98,547,37,73,293.76,1.05,72
14.71,547,11,16,293.12,0.8,32
6.12,547,5,45,261.54,1.05,72
7.27,547,18,19,261.54,1.05,72
3.68,547,39,75,226.8,1.02,108
2.55,547,32,72,165.78,1.02,108
4.84,547,19,31,226.8,1.02,108
1.76,730,1317,3129,336.96,0.9,288
3.5,0,13,162,16.2,0.5,180
3.5,0,10,116,16.2,0.5,180
3.5,0,13,198,16.2,0.5,180
3.5,0,16,283,16.2,0.5,180
0,547,8,1020,105.6,1.56,1920
15.38,365,0,0,300,0.84,21
0.93,730,0,0,88.7,0.9,144
9.304,547,237,287,225.6,0.72,32
16.53,365,8,14,341.67,0.98,21
13.67,365,0,0,300,0.84,21
17.97,365,0,0,341.67,0.98,21
9.29,547,1587,2522,227.8,0.72,32
9.255,547,245,413,228,0.72,32
7.593,0,59,121,0,0,80
0,0,0,0,30,0.5,600
1.81,547,0,0,111,1.19,108
0,547,20,2100,105.6,0,1920
1.59,547,3,75,226.08,1.19,180
2.38,547,393,912,226.08,1.19,180
15.25,365,11,25,320.67,0,21
11.49,547,137,455,124.92,0,180
0,0,0,0,0,0,0
13.354,547,89,166,261.12,0,32
3.03,547,192,334,220.32,0,108
12.47,547,137,278,325.12,0,32
3.298,547,378,585,220.32,0,108
14.55,547,77,180,325.12,0,32
3.829,456,184,433,502.74,1.19,630
3.91,547,51,105,502.74,1.19,630
4.2,456,81,251,502.74,1.19,630
4.58,456,154,268,502.74,1.19,630
4.49,456,64,150,502.74,1.19,630
4.813,0,38,88,110.4,0.64,48
15.96,0,12,18,300,1.19,80
0,0,46,263,432,1.19,864
1.47,0,0,0,76.8,1.19,192
1.78,0,3,1000,319.2,1.19,840
0,0,0,0,450,1.19,2500
0.63,0,1,69,48,0,12000
0,0,0,0,128,0,12800
0,0,76,929,25,0,2500
0.13,0,71,6927,25,0,2500
1.48,0,19,257,135,0,1800
6.35,0,2,7,264,0,480
0.4,0,20,2460,160,0,8000
0,0,57,72,210,0,50
0,0,45,1554,250,0,2500
4.35,0,28,371,126,0,360
0,0,0,0,120,0,6
0,0,3,3,6.4,0,8
0,0,0,0,96,0,3
0,0,0,0,358,0,2
0,0,0,0,24,0,3
5.076,547,13,317,69.84,0,24
0,0,12,119,96,0,384
0.695,0,11,119,57.6,0,1152
2.106,0,2,32,60.48,0,144
0,0,0,0,2.4,0,2400
0,0,0,0,128,0,1600
18.45,365,182,335,657.72,0,36
11.074,547,96,212,259.2,0,32
18.1,547,214,457,641.34,0,42
18.22,547,127,244,641.34,0,42
60.04,0,3,4,40,0,8
1.47,0,0,0,20.16,0,144
0,0,34,1343,45,0,2250
1.04,0,94,1246,224.64,0,1728
0,0,4,601,40,0,4000
0,0,0,0,20,0,1
0,0,3,3,40,0,4
0,0,2,2,48,0,4
0,0,2,2,42,0,6
0,0,0,0,59.2,0,16
0,0,5,10,100,0,5
0,0,1,1,20,0,1
0,0,1,1,78,0,4
0,0,2,14,24,0,10
0,0,0,0,20,0.8,1
0,0,0,0,40,0,4
0,0,0,0,24,0,8
0,0,11,68,57.6,1.19,288
0.849,0,17,151,108,1.19,1800
0.32,0,22,2790,108.24,0,1968
0,0,0,0,162,0,1620
0,0,49,616,84,0,120
0,0,135,330,92.4,0,132
0,0,0,0,225,0,1500
0,0,34,372,173.6,0,248
0,0,3,300,60,0,300
0,0,0,0,11,1.19,5
0,0,1,110,2.2,0,110
0,0,1,220,29.92,0,1760
0,0,3,4,80,0,4
0,0,1,1,78,0,4
0,0,0,0,13.8,0,3
0,0,3,90,38.4,0,240
0,0,4,47,26.88,0,192
0,0,0,0,18,0,30
0,0,2,26,38.88,0,72
0,0,1,10,317.76,0,320
0.58,0,0,0,21.6,0,2400
0,0,5,20,77.85,0,225
0,0,0,0,48,0,6
0,0,7,430,13.44,0,960
0,0,13,2440,45.6,0,12000
0.18,0,5,419,45.6,0,12000
77.2,0,6,26,12,0,30
0,0,1,3,10.8,0,30
20,0,6,29,10.8,0,12
0,0,23,3641,309.6,0,2400
0,0,0,0,52,0,4
0,0,0,0,52,0,4
0,0,10,36,9.6,0,120
0,0,10,128,11.52,0,640
0,0,0,0,20,0,1
0,0,7,16,31.6,0,16
0,0,3,3,21.96,0,6
0,0,0,0,48,0,12000
0,0,0,0,48,0,12000
0,0,0,0,48,0,12000
0,0,0,0,48,0,12000
0,0,1,1,16,1.19,8
0,0,1,1,30,0,3
0,0,4,7,1.2,0,12
0,0,2,3,36,0,12
0,0,0,0,84,0,6
0,0,1,3,80,0,4
0,0,5,5,14.688,0,36
0,0,1,1,20,0,1
0,0,1,17,19.2,0,48
0,0,2,42,19.2,0,48
0,0,1,40,153.6,0,384
0.532,730,115,896,163.584,0,384
0,0,26,541,173.6,0,248
0,0,20,575,20.16,0,144
208.48,0,1,2,40,0,2
0,0,22,626,77.76,0,288
6.05,547,447,961,226.8,0,108
1.5,0,1,100,450,0,2500
6.35,0,12,44,92.8,0,160
0,0,0,0,150,0,1500
0,0,0,0,150,0,1500
0,0,41,106,83.2,0,80
0,0,34,638,250,0,2500
0.62,0,69,2708,16,0,8000
0.869,730,85,1013,180.48,0,384
2.76,730,57,323,336.96,0,288
0,0,13,458,50,0,100
0,0,1,1,18,0,1
0,0,300,697,84,0,120
0,0,12,316,60,0,1200
0,0,7,15,180,0,900
0,0,15,64,180,0,1800
0,0,9,58,207,0,900
0,0,11,95,130.56,0,384
0,0,2,160,800,0,200000
0,0,8,12,152,0,160
0,0,4,10,112.128,0,192
0,0,34,121,180,0,900
0,0,4,21,16,0,800
0,0,2,9,144,0,1600
0,0,6,300,36,0,1200
0,0,2,5,2.5,0,5
3.27,547,112,216,262.98,0,108
5.905,0,7,19,240,0,400
0,0,5,700,21,0,4200
0,0,10,508,192,0,1600
0,0,18,235,36,0,180
0,0,28,359,12,0,600
0,547,6,100,93.12,1.19,32
0,0,1,10,6,0,10
0,0,4,8,44,0,8
0,0,1,1,67.2,0,12
0,0,4,4,37.2,0,12
0,0,2,2,52.44,0,6
0,0,5,6,33,0,6
0,0,2,2,9.04,0,2
0,0,1,1,30,0,2
0,0,6,6,60,0,4
0,0,3,4,60,0,4
0,0,1,1,5.47,0,1
0,0,0,0,44,0,8
0,0,16,284,20.16,0,144
0,0,32,294,20.16,0,144
0,0,28,185,92.8,0,160
0,0,144,967,120,0,2400
1.038,0,132,1306,60,0,1200
0,0,2,7,79.2,0,120
0.92,730,19,140,88.704,0,144
0,547,0,0,105.6,0,1920
0,0,41,1636,330,0,6000
0,0,2,60,96,0,240
2.02,730,354,710,322.56,0,288
1.99,730,363,765,322.56,0,288
0,0,12,119,126,0,100
0,0,6,59,518.4,0,1920
0,0,0,0,3,0,1
0,0,0,0,5,0,1
0,730,1,120,88.704,0,144
0,0,1,2,3.37,0,1
0,0,1,2,8.28,0,2
0,0,0,0,2.7,0,10
0,0,0,0,2.7,0,10
0,0,0,0,8.67,0,1
0,0,1,1,6.55,0,1
0,0,2,2,20,0,1
0,0,0,0,14.06,0,1
0,0,1,1,18.47,0,1
0,730,170,408,336.96,0.9,288
0,0,4,30,15,0,15
0,0,4,17,5.76,0,24
0,0,38,42,6,0,12
0,0,29,309,9.12,0,48
0,0,0,0,20,0,1
0,0,0,0,50,0,5
0,0,31,36,105.6,0,1920
0,0,105,420,160,1.25,1600
0,0,0,0,18,0,1
0,0,0,0,2.7,0,10
0,0,0,0,2.7,0,10
0,0,0,0,2.7,0,10
0,0,0,0,2.7,0,10
0,0,0,0,2.7,0,10
0,0,0,0,2.7,0,10
0,0,1,1,9.58,0,1
0,0,0,0,38.36,0,4
0,0,1,1,25.11,0,3
0,547,76,1570,105.6,0,1920